STATE,NAME,geometry
CA,walgreens,POINT (-119.7715989 36.79348)
CA,walgreens,POINT (-121.0123392 37.6282778)
CA,walgreens,POINT (-120.9565183 37.6547425)
CA,walgreens,POINT (-119.0507117 35.3403656)
CA,walgreens,POINT (-117.670466 35.6367128)
CA,walgreens,POINT (-119.7813791 36.3136525)
ID,walgreens,POINT (-116.5921493 43.5988255)
ID,walgreens,POINT (-116.6874766 43.6620372)
ID,walgreens,POINT (-116.5654523 43.5734669)
ID,walgreens,POINT (-116.355018 43.6345267)
ID,walgreens,POINT (-116.3944544 43.5896027)
ID,walgreens,POINT (-116.2800676 43.6663784)
ID,walgreens,POINT (-116.3130491 43.6816335)
ID,walgreens,POINT (-116.3136105 43.6344596)
NV,walgreens,POINT (-115.2976292 36.1293168)
NV,walgreens,POINT (-115.22432 36.1260271)
NV,walgreens,POINT (-115.0576945 36.0567747)
NV,walgreens,POINT (-115.2827928 36.3021119)
NV,walgreens,POINT (-115.2793835 36.2191526)
NV,walgreens,POINT (-115.0647739 36.1438312)
NV,walgreens,POINT (-115.0391883 36.0642674)
NV,walgreens,POINT (-115.1183594 36.1004519)
NV,walgreens,POINT (-115.1202213 36.2009685)
NV,walgreens,POINT (-115.110344 36.1142801)
NV,walgreens,POINT (-115.1354933 36.137324)
NV,walgreens,POINT (-115.0909855 36.1007539)
NV,walgreens,POINT (-115.0465998 36.0224064)
NV,walgreens,POINT (-115.2067705 35.9980923)
ID,walgreens,POINT (-116.6937274 43.6329285)
NV,walgreens,POINT (-115.1935292 36.1597284)
NV,walgreens,POINT (-114.0650808 36.8087363)
UT,walgreens,POINT (-111.9695628 41.3044326)
CA,walgreens,POINT (-119.3313656 36.3571325)
NV,walgreens,POINT (-119.7122829 39.6391854)
NV,walgreens,POINT (-119.7047153 39.5588656)
UT,walgreens,POINT (-111.9871936 41.0884995)
NV,walgreens,POINT (-119.8149247 39.5347859)
NV,walgreens,POINT (-119.7830353 39.4680477)
UT,walgreens,POINT (-111.6114005 40.1606019)
UT,walgreens,POINT (-111.6688463 40.2516019)
UT,walgreens,POINT (-111.9153771 40.3880522)
ID,walgreens,POINT (-116.2548537 43.6131553)
UT,walgreens,POINT (-113.3109578 37.1759604)
ID,walgreens,POINT (-116.3860164 43.5974528)
UT,walgreens,POINT (-111.8241017 40.6235763)
UT,walgreens,POINT (-111.8319737 40.5798436)
UT,walgreens,POINT (-111.4142683 40.5006679)
UT,walgreens,POINT (-111.983239 40.587368)
UT,walgreens,POINT (-112.0259178 40.6825384)
NV,walgreens,POINT (-115.2071451 36.2777009)
OR,walgreens,POINT (-116.9440134 44.0239169)
NV,walgreens,POINT (-115.2984556 36.0708101)
CA,walgreens,POINT (-120.8316782 38.7062854)
CA,walgreens,POINT (-121.1404027 37.4646626)
AZ,walgreens,POINT (-114.0328668 35.194449)
CA,walgreens,POINT (-119.2254952 34.2507023)
CA,walgreens,POINT (-119.828043 34.4418406)
